dataset,alpha,method,round,mean_percent,sample_sd_percent,n_seeds
pathmnist,0.5,cwt,120,69.36684649962444,14.073757790490601,3
pathmnist,0.5,cwt,135,77.62415942750648,9.53627810426525,3
pathmnist,0.5,cwt,150,78.02857912918891,4.604034338130262,3
pathmnist,0.5,cwt,165,67.1153789199356,15.675093468034435,3
pathmnist,0.5,cwt,180,76.38629556153853,9.234271426723822,3
pathmnist,0.5,cwt,195,81.07264778493084,5.3802522530527535,3
pathmnist,0.5,cwt,210,79.80314205869902,8.12085920335795,3
pathmnist,0.5,cwt,225,81.20747556263211,5.692449269130343,3
pathmnist,0.5,cwt,240,79.41903013573642,10.091640838622396,3
pathmnist,0.5,cwt,255,81.13572750801295,8.365399517147274,3
pathmnist,0.5,cwt,270,81.4802982813686,7.972780559536591,3
pathmnist,0.5,cwt,285,80.41979066838121,9.055135298977488,3
pathmnist,0.5,cwt,300,79.46163341648447,7.2612215511264875,3
pathmnist,0.5,fedseq,1,34.648639612591666,4.190715481158162,3
pathmnist,0.5,fedseq,15,65.5049243856204,8.796047057044898,3
pathmnist,0.5,fedseq,30,67.60067956111526,10.254432477622986,3
pathmnist,0.5,fedseq,45,67.0494278113624,6.311566304863218,3
pathmnist,0.5,fedseq,60,65.0782054141764,11.821901364962367,3
pathmnist,0.5,fedseq,75,56.28117417416255,32.818293627754905,3
pathmnist,0.5,fedseq,90,73.84431714859328,6.070349153917027,3
pathmnist,0.5,fedseq,105,77.10027860406468,6.460339045738174,3
pathmnist,0.5,fedseq,120,75.72511205988339,6.867960510394559,3
pathmnist,0.5,fedseq,135,76.12969615776697,9.233003045366118,3
pathmnist,0.5,fedseq,150,73.15958760072945,9.336446765361478,3
pathmnist,0.5,fedseq,165,75.29894048944851,8.566587149135339,3
pathmnist,0.5,fedseq,180,67.33006045175479,10.152215598225117,3
pathmnist,0.5,fedseq,195,80.89457931115663,5.919899655068552,3
pathmnist,0.5,fedseq,210,82.02907123670764,6.376150690007691,3
pathmnist,0.5,fedseq,225,80.4323604824408,5.544211067814999,3
pathmnist,0.5,fedseq,240,80.77511803081066,8.945052958417499,3
pathmnist,0.5,fedseq,255,81.25700020120826,7.295690899120307,3
pathmnist,0.5,fedseq,270,79.53379259059798,8.081461222044368,3
pathmnist,0.5,fedseq,285,80.99873517671466,7.879240208705387,3
pathmnist,0.5,fedseq,300,80.93032187801208,7.681322110333879,3
pathmnist,0.5,fedtriad,1,36.013352162182045,3.2354929286096032,3
pathmnist,0.5,fedtriad,15,69.63968076880286,9.617079643868065,3
pathmnist,0.5,fedtriad,30,75.75903843405001,5.013238809912914,3
pathmnist,0.5,fedtriad,45,77.61465121684088,8.639186788303693,3
pathmnist,0.5,fedtriad,60,77.92566648720552,5.670647488372168,3
pathmnist,0.5,fedtriad,75,78.90422654776505,7.701289038306124,3
pathmnist,0.5,fedtriad,90,81.4755886234537,3.3907957296143496,3
pathmnist,0.5,fedtriad,105,80.02832296935513,7.924546199546091,3
pathmnist,0.5,fedtriad,120,80.73191459987363,3.941314705406681,3
pathmnist,0.5,fedtriad,135,82.54565364338792,6.3646891317025585,3
pathmnist,0.5,fedtriad,150,82.20656639927913,5.046154608989988,3
pathmnist,0.5,fedtriad,165,81.74932926922509,5.784660159399915,3
pathmnist,0.5,fedtriad,180,82.18824610078869,3.69382866305988,3
pathmnist,0.5,fedtriad,195,84.5218610954743,5.567698595245042,3
pathmnist,0.5,fedtriad,210,84.5859655857287,5.198545123247818,3
pathmnist,0.5,fedtriad,225,84.99589020191864,4.455339008894791,3
pathmnist,0.5,fedtriad,240,85.43089059736204,4.184415781543724,3
pathmnist,0.5,fedtriad,255,84.24591879802135,5.037402193219307,3
pathmnist,0.5,fedtriad,270,84.5837455828644,5.283887763793439,3
pathmnist,0.5,fedtriad,285,84.14097745023028,6.008898077367798,3
pathmnist,0.5,fedtriad,300,84.88742083993583,5.346929592473916,3
bloodmnist,0.1,fedavg,1,5.607112096402929,2.457404061290877,3
bloodmnist,0.1,fedavg,15,27.765722336175497,3.3325842373169268,3
bloodmnist,0.1,fedavg,30,26.022848854145202,14.580417646271163,3
bloodmnist,0.1,fedavg,45,30.344002112241082,5.534318657342851,3
bloodmnist,0.1,fedavg,60,33.49216908939613,6.6869250604206405,3
bloodmnist,0.1,fedavg,75,38.20767655141388,1.4293269963889832,3
bloodmnist,0.1,fedavg,90,34.141825734085785,8.982668348821106,3
bloodmnist,0.1,fedavg,105,38.938337560290314,2.3219644613029033,3
bloodmnist,0.1,fedavg,120,34.21342264836271,13.32888199669681,3
bloodmnist,0.1,fedavg,135,30.09881382137683,4.299574488107467,3
bloodmnist,0.1,fedavg,150,37.68014921311018,7.042201739853108,3
bloodmnist,0.1,fedavg,165,39.71713876625534,2.424862442325529,3
bloodmnist,0.1,fedavg,180,37.13393364500494,7.638787353125342,3
bloodmnist,0.1,fedavg,195,45.31574609538801,3.735397532173693,3
bloodmnist,0.1,fedavg,210,41.547793355205755,4.299631603377052,3
bloodmnist,0.1,fedavg,225,43.521601144867816,6.84442293619322,3
bloodmnist,0.1,fedavg,240,42.97422454711018,4.155596617010926,3
bloodmnist,0.1,fedavg,255,42.32834308461293,5.220435842893021,3
bloodmnist,0.1,fedavg,270,43.84474788180302,4.637683243281885,3
bloodmnist,0.1,fedavg,285,44.51487499971307,5.821354178628935,3
bloodmnist,0.1,fedavg,300,45.138939692034576,4.2502440549781335,3
bloodmnist,0.1,fedpac,1,5.977428821468483,0.680649597338084,3
bloodmnist,0.1,fedpac,15,29.859938458615225,5.174631725080102,3
bloodmnist,0.1,fedpac,30,32.682625144718756,9.95239340022018,3
bloodmnist,0.1,fedpac,45,35.532895739357656,7.450741209358073,3
bloodmnist,0.1,fedpac,60,37.36850280779985,8.563333636796198,3
bloodmnist,0.1,fedpac,75,39.73407171349853,7.432862751870455,3
bloodmnist,0.1,fedpac,90,37.21266507362407,10.826528319974415,3
bloodmnist,0.1,fedpac,105,39.94277917217118,4.356413266922197,3
bloodmnist,0.1,fedpac,120,33.661527316439184,14.613313059156717,3
bloodmnist,0.1,fedpac,135,36.355099572099455,11.15019570139661,3
bloodmnist,0.1,fedpac,150,35.01430289046388,16.317431352647233,3
bloodmnist,0.1,fedpac,165,36.48345522057208,11.511013800026383,3
bloodmnist,0.1,fedpac,180,38.86641465299759,9.790049556813807,3
bloodmnist,0.1,fedpac,195,44.824889058731216,5.768324694486081,3
bloodmnist,0.1,fedpac,210,44.72519560733475,5.685317198857411,3
bloodmnist,0.1,fedpac,225,44.19237927977026,6.237302708563632,3
bloodmnist,0.1,fedpac,240,44.14043388313068,6.257018487652835,3
bloodmnist,0.1,fedpac,255,44.22221601540568,6.240491742936858,3
bloodmnist,0.1,fedpac,270,42.76555713863977,8.453248623487655,3
bloodmnist,0.1,fedpac,285,42.437277549365014,9.080240031111721,3
bloodmnist,0.1,fedpac,300,43.26872897916532,7.376667148166099,3
bloodmnist,0.1,fedsa,1,9.546767774166597,2.9979885427338115,3
bloodmnist,0.1,fedsa,15,22.520640791751607,6.954077822264609,3
bloodmnist,0.1,fedsa,30,24.46938617410041,13.399207004862856,3
bloodmnist,0.1,fedsa,45,31.154409056384452,7.173974111610456,3
bloodmnist,0.1,fedsa,60,27.82302363001146,15.204432950722222,3
bloodmnist,0.1,fedsa,75,33.20524275630325,12.684542604050487,3
bloodmnist,0.1,fedsa,90,33.441149504904104,9.875176340406826,3
bloodmnist,0.1,fedsa,105,34.31302655874749,0.38564902122761485,3
bloodmnist,0.1,fedsa,120,36.51554335744078,10.629495055533607,3
bloodmnist,0.1,fedsa,135,33.195995214054406,11.661515158611621,3
bloodmnist,0.1,fedsa,150,34.81274134358773,12.39588098443374,3
bloodmnist,0.1,fedsa,165,35.78956191774097,9.13202634165087,3
bloodmnist,0.1,fedsa,180,38.1059363518543,9.368680325098147,3
bloodmnist,0.1,fedsa,195,42.032228878210304,0.44922735527984436,3
bloodmnist,0.1,fedsa,210,42.19845893914826,8.133682397713908,3
bloodmnist,0.1,fedsa,225,38.677623450403125,9.874736093163197,3
bloodmnist,0.1,fedsa,240,43.21842991339816,6.340237868412082,3
bloodmnist,0.1,fedsa,255,41.61337103250298,6.968098564163582,3
bloodmnist,0.1,fedsa,270,41.834102997304655,6.939014874401156,3
bloodmnist,0.1,fedsa,285,39.39354389852215,5.879309406659458,3
bloodmnist,0.1,fedsa,300,41.5214977588401,8.101132242355613,3
bloodmnist,0.1,cwfedavg,1,7.4258837223767395,3.8036402738861397,3
bloodmnist,0.1,cwfedavg,15,26.514526823505367,4.4783229044175625,3
bloodmnist,0.1,cwfedavg,30,29.200859650418952,4.938189351842825,3
bloodmnist,0.1,cwfedavg,45,29.103809159543516,9.670137349897814,3
bloodmnist,0.1,cwfedavg,60,24.46724702567474,3.872101466888964,3
bloodmnist,0.1,cwfedavg,75,28.204899477363355,7.76379324906672,3
bloodmnist,0.1,cwfedavg,90,28.659591028756758,9.038333644829123,3
bloodmnist,0.1,cwfedavg,105,30.115066978594797,8.91083724016381,3
bloodmnist,0.1,cwfedavg,120,26.897674864333524,4.27880869612496,3
bloodmnist,0.1,cwfedavg,135,23.580731982630663,6.232838411397854,3
bloodmnist,0.1,cwfedavg,150,22.257708649805235,6.853313263591108,3
bloodmnist,0.1,cwfedavg,165,27.765558557037874,4.886245068035252,3
bloodmnist,0.1,cwfedavg,180,25.109395988637804,2.728887042974192,3
bloodmnist,0.1,cwfedavg,195,30.971027522275133,7.44847127660921,3
bloodmnist,0.1,cwfedavg,210,29.213020344159162,4.186401075703368,3
bloodmnist,0.1,cwfedavg,225,28.042947081936326,8.813965048755742,3
bloodmnist,0.1,cwfedavg,240,35.87441857008204,4.943063807048068,3
bloodmnist,0.1,cwfedavg,255,35.46768964364302,4.512013791853823,3
bloodmnist,0.1,cwfedavg,270,32.327805666816424,10.560825137894597,3
bloodmnist,0.1,cwfedavg,285,31.350833618891663,6.349403515802293,3
bloodmnist,0.1,cwfedavg,300,30.375346220667367,6.2749012383739995,3
bloodmnist,0.1,cwt,1,7.554221736205627,2.2212728883181194,3
bloodmnist,0.1,cwt,15,24.307148877176576,5.227291084985942,3
bloodmnist,0.1,cwt,30,27.534250063296803,5.83538138979349,3
bloodmnist,0.1,cwt,45,31.799891784102194,4.126621413619724,3
bloodmnist,0.1,cwt,60,32.5795885633339,3.4076581126810583,3
bloodmnist,0.1,cwt,75,28.85008487044256,9.30383329717094,3
bloodmnist,0.1,cwt,90,38.00818430099651,4.397423119965124,3
bloodmnist,0.1,cwt,105,34.53062479422134,3.60626518884662,3
bloodmnist,0.1,cwt,120,30.011980114762256,3.7277539270760602,3
bloodmnist,0.1,cwt,135,41.94098422737331,4.3416662689110135,3
bloodmnist,0.1,cwt,150,39.55394461751705,8.608111179934653,3
bloodmnist,0.1,cwt,165,38.33220540022512,4.989864042957397,3
bloodmnist,0.1,cwt,180,38.43194457170095,8.076323177081639,3
bloodmnist,0.1,cwt,195,44.30498264784076,6.477677967748488,3
bloodmnist,0.1,cwt,210,43.320363846002564,6.040357264545277,3
bloodmnist,0.1,cwt,225,41.24411176943644,6.651907954424784,3
bloodmnist,0.1,cwt,240,43.28920303491988,7.671468013763942,3
bloodmnist,0.1,cwt,255,43.033562513114795,6.456904897794278,3
bloodmnist,0.1,cwt,270,44.72616571520066,5.716178378763749,3
bloodmnist,0.1,cwt,285,44.17781472040256,7.0107388750513255,3
bloodmnist,0.1,cwt,300,44.13354175522199,3.5473214329223954,3
bloodmnist,0.1,fedseq,1,9.383223584978976,3.7522670087227317,3
bloodmnist,0.1,fedseq,15,24.695206168871326,4.776578357012038,3
bloodmnist,0.1,fedseq,30,33.42699323423328,3.725454248120103,3
bloodmnist,0.1,fedseq,45,31.349624383963658,3.9938794063068723,3
bloodmnist,0.1,fedseq,60,32.69581284928972,5.709082398307992,3
bloodmnist,0.1,fedseq,75,25.293041549221613,16.400391691387966,3
bloodmnist,0.1,fedseq,90,35.07041837328596,6.107830310459735,3
bloodmnist,0.1,fedseq,105,37.1219424861932,5.468429764775057,3
bloodmnist,0.1,fedseq,120,39.77267470786673,5.221075985673033,3
bloodmnist,0.1,fedseq,135,36.25791332947545,7.030466218523345,3
bloodmnist,0.1,fedseq,150,36.55324892819989,9.14793830642434,3
bloodmnist,0.1,fedseq,165,39.16266139822857,4.456631988284768,3
bloodmnist,0.1,fedseq,180,36.81943196760782,4.143579912639033,3
bloodmnist,0.1,fedseq,195,44.50474808387823,5.967529018305893,3
bloodmnist,0.1,fedseq,210,43.534551685078306,3.3693171520451903,3
bloodmnist,0.1,fedseq,225,42.27763882836823,5.94774877167308,3
bloodmnist,0.1,fedseq,240,43.47691732101726,5.424459888851496,3
bloodmnist,0.1,fedseq,255,41.57624855155435,5.698040763412787,3
bloodmnist,0.1,fedseq,270,44.07675914803013,4.437794540499451,3
bloodmnist,0.1,fedseq,285,44.35924160405448,7.069497700468414,3
bloodmnist,0.1,fedseq,300,46.855422445910165,3.8441917752277166,3
bloodmnist,0.1,fedtriad,1,8.219300017540387,2.413920843378352,3
bloodmnist,0.1,fedtriad,15,33.39634655921776,3.3135415894053435,3
bloodmnist,0.1,fedtriad,30,37.08649766384798,6.239562639589514,3
bloodmnist,0.1,fedtriad,45,39.99246304703202,3.4794496538147213,3
bloodmnist,0.1,fedtriad,60,41.20792104881602,5.679908203153353,3
bloodmnist,0.1,fedtriad,75,45.27651708038355,3.7664618125600353,3
bloodmnist,0.1,fedtriad,90,43.978728660311184,3.3596044601361656,3
bloodmnist,0.1,fedtriad,105,46.299487601439715,3.376794528354003,3
bloodmnist,0.1,fedtriad,120,45.62682122853153,4.045323212193899,3
bloodmnist,0.1,fedtriad,135,41.68743301279756,6.944508902784866,3
bloodmnist,0.1,fedtriad,150,44.3132163264344,5.394650280422652,3
bloodmnist,0.1,fedtriad,165,45.45624637407347,3.6419835927944675,3
bloodmnist,0.1,fedtriad,180,46.02998327249162,4.842145358912096,3
bloodmnist,0.1,fedtriad,195,48.848286610124276,3.4097587025586624,3
bloodmnist,0.1,fedtriad,210,48.2156054585403,4.3147666850933,3
bloodmnist,0.1,fedtriad,225,46.82108652556508,4.874942061652629,3
bloodmnist,0.1,fedtriad,240,47.588364969955464,3.142213594252755,3
bloodmnist,0.1,fedtriad,255,46.58193322812856,8.146129192238703,3
bloodmnist,0.1,fedtriad,270,47.37638220766435,6.369715788614149,3
bloodmnist,0.1,fedtriad,285,47.89620465454788,5.330142254445839,3
bloodmnist,0.1,fedtriad,300,47.97732049189455,4.000644030767733,3
organamnist,0.1,fedavg,1,7.179089682161297,5.467522412270246,3
organamnist,0.1,fedavg,15,36.97375257337024,3.5146234617460346,3
organamnist,0.1,fedavg,30,42.46439096633598,4.2763134593423615,3
organamnist,0.1,fedavg,45,43.030517310181736,3.569346620496066,3
organamnist,0.1,fedavg,60,41.22063669422504,9.620943996125309,3
organamnist,0.1,fedavg,75,41.514026777576895,10.29291481126293,3
organamnist,0.1,fedavg,90,45.23661533032426,6.918229354796416,3
organamnist,0.1,fedavg,105,46.46295913238605,5.078349298679763,3
organamnist,0.1,fedavg,120,48.540125735370864,4.263288520594585,3
organamnist,0.1,fedavg,135,46.82385668476904,4.524183500126772,3
organamnist,0.1,fedavg,150,47.62107020121475,5.057930167390827,3
organamnist,0.1,fedavg,165,47.19806729911319,3.7202662447537893,3
organamnist,0.1,fedavg,180,48.59400562628055,4.670650574838219,3
organamnist,0.1,fedavg,195,48.75906177161945,4.048565923998968,3
organamnist,0.1,fedavg,210,48.70116082494732,3.897235720217746,3
organamnist,0.1,fedavg,225,48.83669864531938,4.958438997639204,3
organamnist,0.1,fedavg,240,49.31513540400569,3.4282895210662034,3
organamnist,0.1,fedavg,255,48.55891328936482,4.018497499849998,3
organamnist,0.1,fedavg,270,49.75654146492673,3.8768958205665363,3
organamnist,0.1,fedavg,285,48.8168379568204,4.87174338058773,3
organamnist,0.1,fedavg,300,49.228846269891875,3.6445499460318134,3
organamnist,0.1,fedpac,1,8.389272567082216,1.7207775106497305,3
organamnist,0.1,fedpac,15,35.12269338101228,2.6168293530125406,3
organamnist,0.1,fedpac,30,39.6732351199775,5.587311042208433,3
organamnist,0.1,fedpac,45,42.53819125100804,3.7825030330568583,3
organamnist,0.1,fedpac,60,39.23503186152253,8.55017929192882,3
organamnist,0.1,fedpac,75,40.97173461260628,6.926145999075717,3
organamnist,0.1,fedpac,90,44.40175403631634,2.51014352170268,3
organamnist,0.1,fedpac,105,45.76097162049135,2.606635599992437,3
organamnist,0.1,fedpac,120,44.81795738669392,2.717864992294544,3
organamnist,0.1,fedpac,135,42.887617201162485,6.291931972151335,3
organamnist,0.1,fedpac,150,43.2527929006721,10.235379837412069,3
organamnist,0.1,fedpac,165,39.948195811197834,17.94521348791636,3
organamnist,0.1,fedpac,180,31.541410672178696,25.319325731878312,3
organamnist,0.1,fedpac,195,41.19331891348232,15.05397094073892,3
organamnist,0.1,fedpac,210,40.5524675401673,17.24751358807675,3
organamnist,0.1,fedpac,225,42.575981248212194,13.56849932043108,3
organamnist,0.1,fedpac,240,41.871634727063096,14.255768047477302,3
organamnist,0.1,fedpac,255,40.49508172818187,16.507439404020932,3
organamnist,0.1,fedpac,270,46.96206654744164,7.9586778284804245,3
organamnist,0.1,fedpac,285,47.526791614292364,6.82614817742769,3
organamnist,0.1,fedpac,300,46.407644867279274,6.850438539382004,3
organamnist,0.1,fedsa,1,12.030265424180078,5.110545585177707,3
organamnist,0.1,fedsa,15,31.40695153840661,5.475766955124651,3
organamnist,0.1,fedsa,30,35.76441786141531,6.562694292202481,3
organamnist,0.1,fedsa,45,37.95918697207237,1.3721686033068698,3
organamnist,0.1,fedsa,60,37.65129772624018,6.107316514421803,3
organamnist,0.1,fedsa,75,35.38706891077065,9.479366099265658,3
organamnist,0.1,fedsa,90,38.563571424825895,5.648374472746103,3
organamnist,0.1,fedsa,105,38.70747816377813,5.085715766461751,3
organamnist,0.1,fedsa,120,42.87843290329679,4.059215539449446,3
organamnist,0.1,fedsa,135,40.164990111896955,7.0602306794255245,3
organamnist,0.1,fedsa,150,42.80592681691428,1.7389874889980568,3
organamnist,0.1,fedsa,165,41.78741685345436,3.3302872098155016,3
organamnist,0.1,fedsa,180,43.74350112584624,3.5679966198153235,3
organamnist,0.1,fedsa,195,44.97622743578576,1.104631340261778,3
organamnist,0.1,fedsa,210,43.60345482326795,2.1678165721656644,3
organamnist,0.1,fedsa,225,47.15363178556865,0.46850205008605267,3
organamnist,0.1,fedsa,240,47.108659266817085,2.0589708488052803,3
organamnist,0.1,fedsa,255,45.301281598932235,1.5731940226290726,3
organamnist,0.1,fedsa,270,44.628538838980354,2.2545291531575353,3
organamnist,0.1,fedsa,285,46.16756479773011,1.6918752485555049,3
organamnist,0.1,fedsa,300,45.838582208943706,3.05075571305733,3
organamnist,0.1,cwfedavg,1,13.21272538985381,3.6416780761930534,3
organamnist,0.1,cwfedavg,15,28.135748742140954,3.409481823509229,3
organamnist,0.1,cwfedavg,30,32.66375803219597,4.856830874664535,3
organamnist,0.1,cwfedavg,45,31.89510318194731,6.663907874623388,3
organamnist,0.1,cwfedavg,60,27.657839881018216,7.4780787903567605,3
organamnist,0.1,cwfedavg,75,30.653277424160546,8.586062028695212,3
organamnist,0.1,cwfedavg,90,30.291755139825256,7.3332775893576345,3
organamnist,0.1,cwfedavg,105,35.858352614000125,4.698316583705317,3
organamnist,0.1,cwfedavg,120,27.479698279640647,3.398509168794393,3
organamnist,0.1,cwfedavg,135,33.42272933600064,9.348063284425738,3
organamnist,0.1,cwfedavg,150,29.372044527511456,8.233716661831306,3
organamnist,0.1,cwfedavg,165,32.40783746610028,8.005821229987884,3
organamnist,0.1,cwfedavg,180,30.043170513209645,8.228165268420202,3
organamnist,0.1,cwfedavg,195,33.128794437622545,7.478261468749493,3
organamnist,0.1,cwfedavg,210,30.856308049048423,11.853645889021358,3
organamnist,0.1,cwfedavg,225,33.871031328857235,6.084397033876692,3
organamnist,0.1,cwfedavg,240,29.10335710865846,9.443192984348046,3
organamnist,0.1,cwfedavg,255,31.466976347280895,9.22622521425565,3
organamnist,0.1,cwfedavg,270,33.78950692205204,7.8208720512015955,3
organamnist,0.1,cwfedavg,285,35.02544988379919,8.554892846508166,3
organamnist,0.1,cwfedavg,300,33.87202805018152,11.442146360197258,3
organamnist,0.1,cwt,1,4.679732786232332,4.107226860062624,3
organamnist,0.1,cwt,15,36.57971013295023,3.9524123094669092,3
organamnist,0.1,cwt,30,35.176838958085014,9.455552787067804,3
organamnist,0.1,cwt,45,42.089547634006124,4.339735849221579,3
organamnist,0.1,cwt,60,44.937183819420156,3.834320454178961,3
organamnist,0.1,cwt,75,47.19124709793935,3.200220054793731,3
organamnist,0.1,cwt,90,43.49858027552798,8.713423025602347,3
organamnist,0.1,cwt,105,46.83681374067547,3.4810439702591074,3
organamnist,0.1,cwt,120,47.578041554450074,4.773465221059764,3
organamnist,0.1,cwt,135,46.05970993295249,5.228851859335662,3
organamnist,0.1,cwt,150,39.271138515280846,16.51319863775463,3
organamnist,0.1,cwt,165,48.02318827594256,3.2726818426642925,3
organamnist,0.1,cwt,180,44.705781108980524,7.861780753729488,3
organamnist,0.1,cwt,195,48.661230588790616,3.7313057513672527,3
organamnist,0.1,cwt,210,49.0320954703904,2.861550518298601,3
organamnist,0.1,cwt,225,49.292403391096016,3.8449134321446525,3
organamnist,0.1,cwt,240,49.93801775544599,3.5996777756891203,3
organamnist,0.1,cwt,255,48.920505845382564,3.166059662593609,3
organamnist,0.1,cwt,270,49.02661127879513,3.2495288953358443,3
organamnist,0.1,cwt,285,50.1883731687223,2.4597434574477868,3
organamnist,0.1,cwt,300,48.71457091912828,3.6702697274951217,3
organamnist,0.1,fedseq,1,4.611892002349319,3.022733109031671,3
organamnist,0.1,fedseq,15,34.81546577295966,2.7060219658378353,3
organamnist,0.1,fedseq,30,39.655870775147044,7.3331940318704625,3
organamnist,0.1,fedseq,45,43.064002199931885,4.983986390606481,3
organamnist,0.1,fedseq,60,44.14321860959156,3.0277820101723987,3
organamnist,0.1,fedseq,75,44.16489634570159,4.742850013895575,3
organamnist,0.1,fedseq,90,44.385654177957214,5.030714344569817,3
organamnist,0.1,fedseq,105,42.30627015926691,8.453573893129848,3
organamnist,0.1,fedseq,120,47.40167131771805,5.557614902508394,3
organamnist,0.1,fedseq,135,47.5851517438879,3.7525954502948258,3
organamnist,0.1,fedseq,150,41.05900712631214,11.86284283735007,3
organamnist,0.1,fedseq,165,47.70037859315795,4.914634862366515,3
organamnist,0.1,fedseq,180,48.09438120683105,2.8086195198623867,3
organamnist,0.1,fedseq,195,48.47610095161407,4.759799794067857,3
organamnist,0.1,fedseq,210,50.14062357153704,3.095200963785485,3
organamnist,0.1,fedseq,225,48.849137054638945,4.979584102370823,3
organamnist,0.1,fedseq,240,48.83436088334995,3.33783120843734,3
organamnist,0.1,fedseq,255,48.86079555278061,3.02030557284808,3
organamnist,0.1,fedseq,270,49.28995963404663,3.219593227535945,3
organamnist,0.1,fedseq,285,48.98635667977259,3.646769837461068,3
organamnist,0.1,fedseq,300,49.4922021550247,3.131724193891595,3
organamnist,0.1,fedtriad,1,13.760276439655616,1.0159640856299677,3
organamnist,0.1,fedtriad,15,43.88451744353936,2.247175918006667,3
organamnist,0.1,fedtriad,30,49.25643534951552,1.977459650476181,3
organamnist,0.1,fedtriad,45,47.50563257858646,3.502698779422147,3
organamnist,0.1,fedtriad,60,50.48737004819463,3.1846248713533054,3
organamnist,0.1,fedtriad,75,50.11203564151984,3.25762070792445,3
organamnist,0.1,fedtriad,90,50.551386591221174,3.1246781565084465,3
organamnist,0.1,fedtriad,105,51.12069046426015,2.2392932228073876,3
organamnist,0.1,fedtriad,120,50.55123230314537,3.3873602752427954,3
organamnist,0.1,fedtriad,135,50.947453564138584,2.6369903967311203,3
organamnist,0.1,fedtriad,150,50.87896726149094,2.7660113353300604,3
organamnist,0.1,fedtriad,165,51.00042772746368,2.9246133542317394,3
organamnist,0.1,fedtriad,180,51.67138891504362,3.10690519973025,3
organamnist,0.1,fedtriad,195,51.359036323090194,3.3885571991066694,3
organamnist,0.1,fedtriad,210,51.108101145366426,3.2922917922910315,3
organamnist,0.1,fedtriad,225,51.29139307007582,2.6178075963033995,3
organamnist,0.1,fedtriad,240,51.14172510445258,2.748904097653693,3
organamnist,0.1,fedtriad,255,50.869396721989446,2.139111018891312,3
organamnist,0.1,fedtriad,270,52.06022528882898,3.1277865148689754,3
organamnist,0.1,fedtriad,285,52.142939838854076,2.9989488112862195,3
organamnist,0.1,fedtriad,300,51.760474793994945,3.0831515047507794,3
pathmnist,0.1,fedavg,1,11.056788910136634,2.451802184263859,3
pathmnist,0.1,fedavg,15,27.638947292408538,9.95125644055808,3
pathmnist,0.1,fedavg,30,32.69779682534073,6.118860359940549,3
pathmnist,0.1,fedavg,45,30.734395994995477,7.435220837474981,3
pathmnist,0.1,fedavg,60,35.41896132493565,12.627984204289119,3
pathmnist,0.1,fedavg,75,28.26584846239539,2.4492407635187,3
pathmnist,0.1,fedavg,90,36.096275073906,5.8962931028782615,3
pathmnist,0.1,fedavg,105,32.1656993722136,10.155385628569492,3
pathmnist,0.1,fedavg,120,37.82257132389399,10.676576235215776,3
pathmnist,0.1,fedavg,135,36.574959638038465,3.592226732788041,3
pathmnist,0.1,fedavg,150,39.59607764369724,12.54086280219701,3
pathmnist,0.1,fedavg,165,35.76670119702173,7.9368415640809316,3
pathmnist,0.1,fedavg,180,39.3465463000776,6.955819205747485,3
pathmnist,0.1,fedavg,195,41.142565391006684,6.796919867389988,3
pathmnist,0.1,fedavg,210,40.11448179918239,5.898846921587731,3
pathmnist,0.1,fedavg,225,40.600808133262454,11.023808953846356,3
pathmnist,0.1,fedavg,240,42.04322733619513,10.96433989730792,3
pathmnist,0.1,fedavg,255,40.80546452358645,9.45369226111838,3
pathmnist,0.1,fedavg,270,41.36919762610609,8.453025299021713,3
pathmnist,0.1,fedavg,285,39.901325227616454,10.13713392613266,3
pathmnist,0.1,fedavg,300,40.90891827544307,9.8063269681464,3
pathmnist,0.1,fedpac,1,13.267173927578193,1.1076660266334666,3
pathmnist,0.1,fedpac,15,35.28802801397196,6.8091981620150595,3
pathmnist,0.1,fedpac,30,36.58650720393955,6.74421677695148,3
pathmnist,0.1,fedpac,45,37.55914316198728,6.269820774059085,3
pathmnist,0.1,fedpac,60,40.179499857692655,7.079010142051297,3
pathmnist,0.1,fedpac,75,38.16940972420858,2.872721803207958,3
pathmnist,0.1,fedpac,90,40.276931450740946,5.96376678174036,3
pathmnist,0.1,fedpac,105,41.51511735790647,7.437990442555971,3
pathmnist,0.1,fedpac,120,42.15634180952828,8.155818073366458,3
pathmnist,0.1,fedpac,135,42.056593361118935,6.85046410565502,3
pathmnist,0.1,fedpac,150,41.84300295714131,8.184967210809262,3
pathmnist,0.1,fedpac,165,43.431545477963056,9.253676104648951,3
pathmnist,0.1,fedpac,180,42.19937608677672,7.385187295159693,3
pathmnist,0.1,fedpac,195,43.921390421864054,8.35527907511786,3
pathmnist,0.1,fedpac,210,43.707166499838266,8.154911398686744,3
pathmnist,0.1,fedpac,225,43.43058351687495,7.923802816272012,3
pathmnist,0.1,fedpac,240,43.95902520913031,8.580748189375315,3
pathmnist,0.1,fedpac,255,43.9918654559839,8.451224285733492,3
pathmnist,0.1,fedpac,270,43.796972667763065,8.309341397684678,3
pathmnist,0.1,fedpac,285,43.83817246127089,8.489315918165449,3
pathmnist,0.1,fedpac,300,43.46835367540514,8.672939882308748,3
pathmnist,0.1,fedsa,1,14.843514310085816,4.294531196197787,3
pathmnist,0.1,fedsa,15,31.41794479463165,4.138500855883759,3
